time_s,latency_ns,mismatch
0.001281378,1380.000,0
0.001282758,1380.000,0
0.001284150,1392.000,0
0.001285530,1380.000,0
0.001286970,1440.000,0
0.001288380,1410.000,0
0.001289790,1410.000,0
0.001291200,1410.000,0
0.001292574,1374.000,0
0.001294002,1428.000,0
0.001295412,1410.000,0
0.001296858,1446.000,0
0.001298262,1404.000,0
0.001299714,1452.000,0
0.001301124,1410.000,0
0.001302516,1392.000,0
0.001303938,1422.000,0
0.001305306,1368.000,0
0.001306704,1398.000,0
0.001308114,1410.000,0
0.001309482,1368.000,0
0.001310850,1368.000,0
0.001312242,1392.000,0
0.001313646,1404.000,0
0.001315032,1386.000,0
0.001316418,1386.000,0
0.001317828,1410.000,0
0.001319196,1368.000,0
0.001320612,1416.000,0
0.001322022,1410.000,0
0.001323426,1404.000,0
0.001324836,1410.000,0
0.001326240,1404.000,0
0.001327692,1452.000,0
0.001329504,1812.000,0
0.001330974,1470.000,0
0.001332390,1416.000,0
0.001333758,1368.000,0
0.001335150,1392.000,0
0.001336572,1422.000,0
0.001338012,1440.000,0
0.001339434,1422.000,0
0.001340838,1404.000,0
0.001342236,1398.000,0
0.001343652,1416.000,0
0.001345086,1434.000,0
0.001346478,1392.000,0
0.001347870,1392.000,0
0.001349268,1398.000,0
0.001350684,1416.000,0
0.001352094,1410.000,0
0.001353504,1410.000,0
0.001354884,1380.000,0
0.001356294,1410.000,0
0.001357680,1386.000,0
0.001359084,1404.000,0
0.001360464,1380.000,0
0.001361880,1416.000,0
0.001363314,1434.000,0
0.001364724,1410.000,0
0.001366128,1404.000,0
0.001367532,1404.000,0
0.001368906,1374.000,0
0.001370310,1404.000,0
0.001371720,1410.000,0
0.001373124,1404.000,0
0.001374534,1410.000,0
0.001375908,1374.000,0
0.001377288,1380.000,0
0.001378692,1404.000,0
0.001380096,1404.000,0
0.001381506,1410.000,0
0.001382892,1386.000,0
0.001384296,1404.000,0
0.001385682,1386.000,0
0.001387092,1410.000,0
0.001388538,1446.000,0
0.001389906,1368.000,0
0.001391304,1398.000,0
0.001392678,1374.000,0
0.001394040,1362.000,0
0.001395432,1392.000,0
0.001396836,1404.000,0
0.001398246,1410.000,0
0.001399692,1446.000,0
0.001401090,1398.000,0
0.001402500,1410.000,0
0.001403922,1422.000,0
0.001405344,1422.000,0
0.001406736,1392.000,0
0.001408152,1416.000,0
0.001409574,1422.000,0
0.001410996,1422.000,0
0.001412436,1440.000,0
0.001413882,1446.000,0
